EmployeeID,Employee Name ,OfficeState,DeviceType,EligibleForPromotion,RepeatHire,Organization,Department,BaseSalaryUSD,VacationHoursBalance,EmployeeRating,CurrentPeriodHours,PriorPeriodHours,PerformanceRating,NumberOfPreviousJobs,DaysSinceVacation,StartMonth,StartWeek,EmployeeTenure,Still Employed
tp32647,Kirsteni Viccary,UT,-,no,yes,Procurement,Acquisition Support,177500,18,3,175.1,213.7,12.4,6,102,Jul,W31,104,Yes
tp75871,Heath Busson,CT,-,yes,no,Procurement,Acquisition Support,147650,17,2,174.6,204,6.3,3,129,Mar,W11,121,Yes
tq35791,Carlene Reboul,OK,-,yes,no,Procurement,Acquisition Support,171100,4,1,125.7,42.2,5.4,3,93,Mar,W12,120,Yes
ts12106,Floria Hartburn,ND,-,yes,no,Procurement,Acquisition Support,148350,21,1,172.8,245.6,10.3,9,120,Jul,W27,105,Yes
ts40703,Michelina Shiril,NE,-,no,no,Procurement,Acquisition Support,154200,14,2,171,164.5,10.9,4,113,Oct,W43,101,Yes
ts60001,Caty Ennor,MO,-,no,no,Procurement,Acquisition Support,100200,14,0,235.3,160.4,11.4,10,107,Jul,W29,104,Yes
ty18624,Annabelle Bartolomivis,NE,-,no,yes,Procurement,Acquisition Support,153750,18,2,249.9,209.5,7.4,4,133,Jun,W26,117,Yes
ty87647,Blythe Newband,NE,-,no,no,Procurement,Acquisition Support,71250,20,1,158.6,240.2,6.7,8,111,Nov,W47,125,Yes
ua14478,Corliss Wickrath,ND,-,yes,no,Procurement,Acquisition Support,190400,16,0,163.1,192,9.6,2,114,Jun,W26,105,Yes
ud73119,Karalee Saladin,VT,iPhone,no,no,Procurement,Acquisition Support,151650,20,0,179.4,233.6,12,2,149,Dec,W53,75,Yes
ud92109,Anitra Rabson,CA,-,no,no,Procurement,Acquisition Support,118650,21,1,158.1,250.2,10.8,4,130,Apr,W18,95,Yes
ug36493,Betteann Yurkin,KS,Galaxy,no,no,Procurement,Acquisition Support,161100,16,1,205.8,189.8,13.1,2,133,Jun,W27,93,Yes
ug66795,Meris Cookley,CO,-,no,no,Procurement,Acquisition Support,93400,19,0,104,220.8,10.9,6,129,Jun,W24,105,Yes
uh49319,Robin Cabbell,OH,-,yes,no,Procurement,Acquisition Support,137350,17,1,254.4,195.5,13.7,3,118,Sep,W38,127,Yes
uh50691,Dyanna Edling,MS,Galaxy,no,no,Procurement,Acquisition Support,184700,18,2,148.1,216.1,11.3,3,110,May,W19,95,Yes
uj47967,Cherilynn Densell,CA,-,no,no,Procurement,Acquisition Support,169400,16,0,254.4,193.4,7,10,135,Aug,W32,116,Yes
un12434,Carole Gudgin,NE,-,no,no,Procurement,Acquisition Support,49450,17,0,210.5,202.1,10.4,5,141,Dec,W49,100,Yes
uq36788,Zonnya Fforde,DE,iPhone,no,no,Procurement,Acquisition Support,150300,19,1,204.6,224.7,7.5,15,96,Jun,W24,93,Yes
us58006,Alyce Elijahu,AZ,Galaxy,no,no,Procurement,Acquisition Support,231550,9,0,185.5,107.9,12.7,2,140,Aug,W34,91,Yes
us90358,Ora Kienle,MI,-,no,no,Procurement,Acquisition Support,48900,23,3,244.3,265.5,11.6,6,146,Jan,W02,98,Yes
uu67065,Viviana Gabler,ID,-,no,no,Procurement,Acquisition Support,161100,18,0,214.1,207,9.2,7,110,Aug,W32,116,Yes
uu83625,Cyb Tittletross,MN,iPhone,no,no,Procurement,Acquisition Support,171550,20,0,226.1,231.5,16.5,5,110,Feb,W08,85,Yes
uw14276,Margret Cereceres,MD,-,no,no,Procurement,Acquisition Support,154350,29,4,149.8,335.7,8.3,6,133,Jan,W02,123,Yes
ux83570,Carmina Speachley,ID,-,no,yes,Procurement,Acquisition Support,147150,20,1,233.2,240.3,9,5,120,Apr,W14,144,Yes
ve19629,Clarinda Panas,WV,-,yes,no,Procurement,Acquisition Support,183600,19,2,234.7,225.1,10.7,1,138,Feb,W08,97,Yes
ve78087,Dulce Shelborne,AK,-,no,no,Procurement,Acquisition Support,222950,17,3,165.9,198.9,6.6,5,111,Jun,W24,118,Yes
vf74198,Taffy Monksfield,IL,-,no,no,Procurement,Acquisition Support,175950,15,1,178.4,173.8,12.1,3,111,Aug,W33,115,Yes
vf99448,Andriette Ghilks,KY,-,no,no,Procurement,Acquisition Support,199500,17,2,253.4,195.7,8.4,8,125,Jun,W24,106,Yes
vi53523,Claudette Stuart,NJ,-,yes,no,Procurement,Acquisition Support,34750,11,0,264.2,133.4,11.9,7,105,Jun,W23,130,Yes
vj49875,Elke Penman,WV,iPhone,yes,no,Procurement,Acquisition Support,121900,14,3,127.9,170,9.4,4,107,Dec,W49,75,Yes
vm62549,Lorene Leathem,KY,-,no,no,Procurement,Acquisition Support,62750,12,2,170.2,143.4,10.9,3,129,Mar,W11,109,Yes
vm93162,Emmi Olsson,PA,-,yes,no,Procurement,Acquisition Support,188550,18,1,221.8,210.6,12.4,9,130,Jan,W01,147,Yes
vn87039,Ruthi Stogill,VT,-,no,no,Procurement,Acquisition Support,206450,18,1,228.4,209.8,0,0,80,Jun,W23,130,Yes
vo89762,Ashlee Breznovic,WI,iPhone,yes,no,Procurement,Acquisition Support,76250,12,1,165.8,138.6,10.7,2,88,Sep,W36,91,Yes
vp11231,Kyle Weal,KY,-,no,no,Procurement,Acquisition Support,156900,17,1,226.5,196,7.8,1,132,Jun,W25,105,Yes
vp91931,Ilysa Deal,NC,-,yes,no,Procurement,Acquisition Support,153100,11,0,237.4,127.5,7.5,3,107,Feb,W07,109,Yes
vr31864,Issi Cooling,MA,Galaxy,no,no,Procurement,Acquisition Support,172900,14,2,132,167.7,9.2,5,125,Mar,W12,84,Yes
vs82683,Melany Onn,AL,-,no,no,Procurement,Acquisition Support,108700,23,0,202.2,271.2,12.5,5,139,Jan,W04,110,Yes
vs83973,Kaela Wolfinger,NV,-,yes,no,Procurement,Acquisition Support,217850,22,1,215.5,258.1,11.7,1,106,Jan,W02,123,Yes
vx26425,Kimmie Fielder,NE,-,yes,no,Procurement,Acquisition Support,166500,18,0,88.2,213.9,8.6,4,99,May,W21,94,Yes
vy21068,Merrilee Lemmon,AR,-,yes,no,Procurement,Acquisition Support,157600,17,2,147.1,197.6,14.5,4,141,Mar,W10,109,Yes
vy50228,Orly Edge,WA,-,yes,yes,Procurement,Acquisition Support,108950,23,2,298.9,274.5,8.8,7,128,Jun,W24,142,Yes
vy80429,Pierette MacLese,GA,-,no,no,Procurement,Acquisition Support,219650,11,4,182.4,126.8,9.7,8,134,Dec,W51,136,Yes
vz43587,Ariel Keneleyside,OK,-,no,no,Procurement,Acquisition Support,141450,27,1,160.4,317,10,2,144,Mar,W12,121,Yes
wb94870,Vonnie Winning,DC,-,yes,no,Procurement,Acquisition Support,203850,19,2,189.1,221.9,7.3,1,130,Oct,W42,113,Yes
wb99263,Maisey Velden,WY,iPhone,no,no,Procurement,Acquisition Support,92650,23,1,228.3,265.8,12.6,2,113,Mar,W12,72,Yes
wd85295,Carree Mottershead,MA,iPhone,yes,no,Procurement,Acquisition Support,201600,18,1,192.7,213.1,10.7,4,115,Nov,W44,89,Yes
we17590,Mariejeanne Paunton,DC,Galaxy,yes,no,Procurement,Acquisition Support,162000,19,3,180.3,220.1,6,3,137,Oct,W42,89,Yes
wf14809,Gilemette Wallworth,AZ,Galaxy,yes,no,Procurement,Acquisition Support,165650,16,2,153,191.6,13.2,2,105,Sep,W37,66,Yes
wf50524,Elissa Bruun,AR,-,no,yes,Procurement,Acquisition Support,175850,14,0,155.7,167.7,10.9,4,120,Oct,W44,138,Yes
wg77498,Nora Wooster,IL,-,no,no,Procurement,Acquisition Support,139900,23,0,230.4,270.6,8,3,118,Oct,W42,113,Yes
wh63176,Aurelea Abdie,CO,-,no,no,Procurement,Acquisition Support,188350,24,4,167.4,285.2,12.7,6,65,Jul,W27,105,Yes
wi92590,Oralee Beert,MT,-,no,no,Procurement,Acquisition Support,201100,19,1,146.8,220.9,8.9,2,161,May,W20,94,Yes
wk13218,Fredelia Thorns,SC,-,no,no,Procurement,Acquisition Support,131750,15,2,155.6,175.3,11.8,5,116,Feb,W09,109,Yes
wk28024,Harlene Leggan,KY,iPhone,no,no,Procurement,Acquisition Support,180900,17,1,156.2,204.1,10.2,2,106,May,W19,82,Yes
wl39944,Cele Castro,MT,iPhone,no,no,Procurement,Acquisition Support,204150,13,2,249,153,10.2,6,113,May,W21,70,Yes
wr94150,Bernelle Rousell,DC,-,no,no,Procurement,Acquisition Support,139850,20,4,149.9,230.9,9.9,3,102,Jan,W05,98,Yes
ws55274,Nerte Freund,AK,iPhone,no,no,Procurement,Acquisition Support,166500,19,3,303.5,228.6,12.2,4,97,Oct,W43,89,Yes
wv66558,Muffin Jiles,MS,Galaxy,no,no,Procurement,Acquisition Support,173300,16,3,132.5,191.8,12.1,4,108,Sep,W39,66,Yes
wy32471,Bamby Nanelli,NJ,-,no,no,Procurement,Acquisition Support,191100,16,1,221.4,190,9.2,2,116,Sep,W39,114,Yes
wz53328,Elga Harkin,MS,-,no,no,Procurement,Acquisition Support,99700,18,2,203.4,208.7,14.4,2,120,Jun,W25,117,Yes
wz58628,Maryanne Wolstencroft,UT,-,yes,no,Procurement,Acquisition Support,146200,17,1,233.1,200.2,8,5,79,Sep,W37,115,Yes
wz66736,Delora Camin,WY,-,no,no,Procurement,Acquisition Support,187000,15,0,188.2,179.9,11.5,5,136,Jan,W04,98,Yes
xa28309,Ardenia Doig,DC,iPhone,no,no,Procurement,Acquisition Support,104050,12,1,157,143.8,11.5,3,126,Aug,W35,91,Yes
xa36806,Randi Cuttelar,GA,-,yes,no,Procurement,Acquisition Support,195950,23,5,269.7,265.8,10.6,6,145,Apr,W16,120,Yes
xd42079,Melessa Verity,WY,-,no,no,Procurement,Acquisition Support,151550,20,3,239.7,235,10.9,1,135,Jun,W23,106,Yes
xf32044,Dyane Gathercole,OR,Galaxy,no,no,Procurement,Acquisition Support,167100,14,1,194.3,170.2,12.5,3,94,Nov,W48,76,Yes
xf78663,Evanne Dietmar,KS,-,yes,yes,Procurement,Acquisition Support,149450,22,1,128.5,253.6,11.4,5,91,Jun,W24,130,Yes
xf99917,Vilma Zukierman,IN,-,no,no,Procurement,Acquisition Support,188800,17,2,162.4,199.4,9.4,3,117,Jan,W01,111,Yes
xm29237,Jessika Mauro,NJ,-,no,no,Procurement,Acquisition Support,205550,14,3,295.3,170.5,11.8,7,98,Mar,W12,96,Yes
xm39576,Lynette Sorton,ID,-,no,no,Procurement,Acquisition Support,133300,18,1,223.3,215.8,7.6,6,83,Mar,W12,96,Yes
xm86509,Idette Bertomeu,NY,iPhone,no,yes,Procurement,Acquisition Support,120200,11,2,323.5,123.9,8.1,3,91,Apr,W15,83,Yes
xo60582,Giovanna Addenbrooke,KS,-,no,no,Procurement,Acquisition Support,87800,21,0,161.1,245.9,6.4,7,138,Oct,W40,126,Yes
xp39341,Corabella Pigden,LA,-,yes,no,Procurement,Acquisition Support,109500,13,2,147.4,157.3,10.3,2,67,Apr,W15,108,Yes
xt45327,Misha Tinsey,TX,-,no,no,Procurement,Acquisition Support,126650,4,0,163.3,49.2,13.9,11,93,Apr,W17,95,Yes
xu63273,Chryste Skill,WA,-,no,no,Procurement,Acquisition Support,174350,20,2,259.9,232.7,9.2,6,124,Jun,W23,106,Yes
xw65912,Sydelle Fynan,IN,-,no,yes,Procurement,Acquisition Support,167600,13,4,204.1,156,9.9,6,107,May,W22,130,Yes
xx57914,Angie Chaffyn,MD,-,no,no,Procurement,Acquisition Support,191150,12,0,198.9,143.8,8,2,102,Jun,W23,106,Yes
xy25457,Shawna Suggitt,OH,-,no,no,Procurement,Acquisition Support,128000,26,0,158.7,301.5,8.1,5,98,Sep,W38,102,Yes
xy84231,Cariotta Bassett,NY,iPhone,no,no,Procurement,Acquisition Support,198300,18,1,210.6,209.8,9.1,4,108,Jul,W31,67,Yes
yb90744,Milicent Torrijos,CT,-,yes,no,Procurement,Acquisition Support,68250,17,0,170.8,199.9,16.6,3,139,Feb,W09,97,Yes
yc49391,Gabi Elliss,OK,iPhone,yes,no,Procurement,Acquisition Support,143900,19,0,172,225.9,8.2,3,112,Aug,W33,91,Yes
ye93122,Maitilde Woolger,NY,-,yes,no,Procurement,Acquisition Support,160750,15,1,199.3,178.2,11.1,4,112,Aug,W33,116,Yes
yf77181,Dreddy Muskett,AZ,-,no,no,Procurement,Acquisition Support,134300,18,0,190.4,207.9,10.1,10,115,Feb,W08,97,Yes
yg53301,Emalee Feak,WI,iPhone,no,no,Procurement,Acquisition Support,168150,19,1,168.6,221,8.9,5,79,Dec,W51,63,Yes
yi54146,Almire Sprankling,MN,-,yes,no,Procurement,Acquisition Support,268250,18,3,260.1,208.9,12.1,3,86,Mar,W12,108,Yes
yj59499,Alfi Slaten,OR,-,no,no,Procurement,Acquisition Support,44050,20,2,227.5,230.2,10.4,4,119,Jan,W03,110,Yes
yk57718,Aida Osanne,NY,-,no,yes,Procurement,Acquisition Support,206700,13,4,94.9,147,7.2,4,103,Nov,W46,112,Yes
ym67249,Kettie Richarson,ND,-,yes,no,Procurement,Acquisition Support,90000,20,1,281.3,231.7,10.7,5,122,Dec,W52,136,Yes
yq32839,Berget Coulston,UT,Galaxy,no,no,Procurement,Acquisition Support,177550,18,1,247.9,214.8,13,5,107,Jan,W02,74,Yes
yr71791,Babette Seint,MI,-,no,no,Procurement,Acquisition Support,110400,18,1,231.4,208.7,14.3,3,148,Jun,W23,106,Yes
yt68052,Freddy Conkie,WA,-,no,no,Procurement,Acquisition Support,133800,12,1,281.8,145,9.3,2,90,Oct,W41,126,Yes
yu53820,Vera Bartle,DE,-,no,no,Procurement,Acquisition Support,107700,18,1,247.8,206,13.3,7,105,Dec,W52,111,Yes
yv20378,Gretal Walklate,FL,-,no,no,Procurement,Acquisition Support,163300,27,3,130.2,312.9,7.9,2,150,Oct,W43,101,Yes
yv69090,Adara Cardenoza,UT,-,no,no,Procurement,Acquisition Support,175000,22,0,209,257.1,12.1,8,109,Dec,W49,100,Yes
yv98780,Mavra Bollin,ND,Galaxy,yes,no,Procurement,Acquisition Support,154700,18,1,156.9,216.1,9.8,4,100,Apr,W17,83,Yes
yw22544,Maritsa Ruos,MT,-,yes,yes,Procurement,Acquisition Support,156550,14,0,212.8,167.5,10,10,124,Dec,W52,136,Yes
yw41126,Hollie Spellesy,IL,-,yes,no,Procurement,Acquisition Support,97150,17,1,194.7,199.8,7.5,8,106,Dec,W51,136,Yes
yx33688,Idalia Odda,MA,Galaxy,no,no,Procurement,Acquisition Support,99950,18,1,239.5,214,8.8,5,123,Jun,W24,69,Yes
yx58095,Roxanna Ramirez,HI,-,no,no,Procurement,Acquisition Support,200450,13,0,188.2,157.2,12,3,109,Nov,W48,112,Yes
yz76136,Mabelle Rowly,IL,iPhone,no,yes,Procurement,Acquisition Support,228150,15,1,193.5,174.4,11.6,4,130,Mar,W11,84,Yes
zb41387,Kirsten Francescozzi,LA,iPhone,no,no,Procurement,Acquisition Support,194400,14,1,154.1,163,11.8,3,114,Jun,W27,93,Yes
zb51617,Anthe Bollon,DE,Galaxy,no,yes,Procurement,Acquisition Support,182000,20,1,188.9,240.5,10.1,3,109,Jul,W29,80,Yes
ze99130,Minerva Davidow,MI,Galaxy,yes,no,Procurement,Acquisition Support,188350,25,1,240.3,288.4,9,2,115,Oct,W41,77,Yes
zg60806,Dacia McBlain,GA,-,no,no,Procurement,Acquisition Support,140600,10,2,193.8,115.7,12.8,5,102,Aug,W34,103,Yes
zg69194,Judie Pill,DE,-,no,no,Procurement,Acquisition Support,178000,11,2,149.4,132.5,11.3,3,93,Apr,W17,107,Yes
zi16031,Arleta Davidowsky,MD,-,no,no,Procurement,Acquisition Support,132350,15,0,257.4,173.7,8.1,4,78,Apr,W15,120,Yes
zl66440,Edeline Houston,AL,-,no,yes,Procurement,Acquisition Support,202050,18,0,182.2,207.1,4.5,4,136,Oct,W41,101,Yes
zm32974,Amabelle Seath,HI,-,yes,yes,Procurement,Acquisition Support,179950,12,1,146.7,139.2,11.1,3,138,Nov,W47,125,Yes
zm92999,Tillie Labell,VA,-,no,no,Procurement,Acquisition Support,221150,15,3,135,179.2,7.2,8,135,Jan,W03,135,Yes
zn79493,Hope Farney,TX,-,no,yes,Procurement,Acquisition Support,122150,23,0,178.3,273,10.9,3,97,Mar,W13,120,Yes
zn85485,Christiane Ciraldo,AL,-,yes,no,Procurement,Acquisition Support,205850,14,1,210,159.7,8.9,1,159,Dec,W49,100,Yes
zp67886,Doria Dolden,AL,Galaxy,yes,no,Procurement,Acquisition Support,182250,20,3,206.2,235.2,8,13,115,Jun,W23,82,Yes
zq18500,Kathie Ingman,ME,-,yes,no,Procurement,Acquisition Support,50000,19,0,152.3,219.5,7.1,3,122,Apr,W16,107,Yes
zr52916,Viviyan Bricknall,KY,-,no,no,Procurement,Acquisition Support,217500,17,3,171.3,204.1,12.3,5,144,Nov,W46,100,Yes
zs13398,Letizia Pepye,VT,-,no,no,Procurement,Acquisition Support,115450,14,0,229.8,163.2,12.6,3,103,Jul,W27,129,Yes
zu61541,Darrelle Merington,KS,-,no,no,Procurement,Acquisition Support,117150,16,1,146.4,187.7,8.7,6,133,Nov,W48,100,Yes
zx93735,Rahel Innis,NJ,iPhone,no,no,Procurement,Acquisition Support,138200,13,1,57.5,152.3,14.2,3,124,Jan,W05,86,Yes
zz82112,Ailsun Malyj,MT,iPhone,yes,no,Procurement,Acquisition Support,137600,13,1,191,151.2,8.5,2,97,Nov,W47,88,Yes
ac86031,Candi Stetlye,MI,Galaxy,no,no,IT,Software Development,267000,19,3,259,222.4,12.3,5,118,Apr,W14,87,No
ah15397,Rosalie Copin,PA,-,no,no,IT,Software Development,228050,16,1,264.6,185.5,6.3,7,101,Jun,W25,116,No
bb33518,Shanon Sowten,MS,-,yes,no,IT,Software Development,69950,22,6,229.6,256.1,11.8,2,0,Aug,W31,106,No
bb94770,Lilli Winterbotham,AK,iPhone,no,no,IT,Software Development,146900,16,4,158.8,183.1,7.9,3,0,Mar,W14,58,No
bi61765,Denys Imeson,IN,-,no,no,IT,Software Development,134200,13,4,189.6,155,8,5,27,May,W19,107,No
cf36081,Tiffy Itzkov,AZ,-,no,no,IT,Software Development,212150,21,1,280.2,252.4,11.8,3,0,Jun,W23,120,No
cq57283,Tamiko Perroni,RI,-,no,no,IT,Software Development,144850,30,0,297,350.5,11.2,3,282,Dec,W49,110,No
cs47278,Cammy Drohan,TN,-,yes,no,IT,Software Development,130150,16,6,224.3,185.9,10,1,0,Feb,W09,117,No
eg63399,Hanny Mille,ME,-,yes,yes,IT,Help Desk Support,133050,18,4,158.7,209.2,11.1,3,295,Nov,W47,124,No
eg90750,Marget Berzen,MD,Galaxy,no,no,IT,Help Desk Support,135500,15,6,167.8,179.5,9.7,2,0,Oct,W43,80,No
eq51221,Binny Waterson,DE,-,no,no,IT,Help Desk Support,133550,16,4,197.2,184.9,8.5,5,346,Jun,W25,135,No
ez92783,Susannah Santhouse,OH,-,no,no,IT,Help Desk Support,286800,19,0,153.9,227.4,15.8,7,678,May,W19,122,No
fh11822,Karoline Van Salzberger,SC,iPhone,no,no,IT,Help Desk Support,62300,14,4,239.6,161.4,8.2,3,0,Feb,W07,87,No
fj54956,Terese Goolden,LA,-,no,no,IT,Help Desk Support,116100,18,4,161.1,209.4,12.2,2,0,May,W18,114,No
fl61689,Maryjo Brunel,DC,Galaxy,no,no,IT,Help Desk Support,126650,11,2,238.6,131,8.6,3,152,Nov,W46,74,No
fm53713,Karoline Itzchaky,VA,-,no,no,IT,Help Desk Support,168750,23,0,354.9,267.8,9.4,3,307,Dec,W52,100,No
gs83003,Bea Yosselevitch,WA,-,no,no,IT,Help Desk Support,235350,21,1,254.4,246.9,10.3,3,0,Jun,W24,106,No
gw93258,Celene Tivnan,MD,-,no,yes,IT,Help Desk Support,199850,21,4,285.9,251.8,7.2,2,0,Dec,W52,99,No
gw93714,Carmita Hevey,IL,-,yes,yes,IT,Help Desk Support,166200,15,1,204,171.6,13.5,9,51,Mar,W11,115,No
hh15610,Lacie Kanzler,KS,-,no,yes,IT,Help Desk Support,53200,15,1,221.7,180.6,10.4,2,0,Aug,W35,113,No
hk57692,Emmalee Wittey,TX,Galaxy,no,no,IT,Help Desk Support,69600,22,2,213.1,253.8,8.9,1,377,Jul,W28,76,No
hn54411,Ellissa Cornejo,AL,-,no,no,IT,Help Desk Support,227700,19,3,262.7,223,11.3,3,924,Jan,W05,116,No
hs32530,Berthe Gisby,LA,iPhone,yes,no,IT,Help Desk Support,141850,19,1,197.3,221.2,12.3,4,0,Dec,W49,87,No
im99858,Tildi Hurt,OR,-,no,no,IT,Help Desk Support,220500,15,1,293.7,172.7,10.7,6,0,Sep,W38,101,No
is81525,Shawna Hadlington,SD,-,no,no,IT,Help Desk Support,192350,23,2,242.7,274.3,8.2,3,0,Jun,W25,96,No
ja36619,Steffane Rossant,SC,-,no,yes,IT,Help Desk Support,202150,18,2,167.8,208.9,15.6,6,397,Feb,W07,94,No
jb29765,Loni Tidcombe,HI,-,no,no,IT,Help Desk Support,115350,18,7,209,208.4,8.8,3,1780,Sep,W37,109,No
jc52898,Morganica Osgerby,MN,iPhone,no,yes,IT,Help Desk Support,134150,17,3,168.7,203.2,10,2,0,Sep,W39,71,No
jm26624,Katrinka Sinkings,WV,-,no,no,IT,Help Desk Support,265200,15,1,168.6,180,12.8,4,1676,Jan,W01,114,No
js62322,Carolyn Hutsby,TX,-,no,no,IT,Help Desk Support,197900,26,0,255.6,303.4,12.9,7,486,May,W18,97,No
ko89776,Phedra Sisse,CO,-,no,yes,IT,Help Desk Support,142550,8,3,241.3,93.7,13.4,1,571,Apr,W17,96,No
lc96634,Elsi Fery,NM,-,yes,yes,IT,Help Desk Support,169000,14,1,198.5,166.6,14.4,3,0,Mar,W10,117,No
lg52585,Genia Fearnley,MA,-,no,yes,IT,Help Desk Support,150350,14,1,182.2,167.9,7.7,2,144,Jan,W01,112,No
lm75869,Dee Getty,MD,Galaxy,no,yes,IT,Help Desk Support,111700,19,1,155.7,219.7,11.1,2,284,Jun,W24,80,No
my76551,Kelly Habishaw,ND,-,no,no,IT,System Administration,208950,24,1,240.7,286.7,9,13,0,Dec,W51,117,No
nf22379,Alecia Clemmen,GA,-,no,yes,IT,System Administration,244300,22,1,153.2,259.6,10,3,914,Oct,W41,120,No
nf95433,Lurlene Taylor,MN,Galaxy,yes,yes,IT,System Administration,221700,14,1,271.7,163.7,17,6,0,Apr,W17,82,No
ni58443,Codie Simonaitis,NC,-,no,no,IT,System Administration,237600,17,2,174.2,203.2,10.7,4,746,Nov,W45,121,No
nm12712,Thomasa Biaggioli,WI,Galaxy,no,no,IT,System Administration,195150,17,0,166.2,205.7,10.8,2,364,Jan,W02,79,No
ns63842,Justinn Schuelcke,NC,-,no,no,IT,System Administration,273950,20,2,241.5,230.4,7.8,5,831,Dec,W52,101,No
nt93051,Tessi Alexandersson,ME,-,yes,yes,IT,System Administration,185650,20,0,192.2,236.7,13.2,3,1518,Dec,W50,94,No
nx18224,Bertine Hughes,AZ,-,no,no,IT,System Administration,109400,19,2,178.1,227.1,9.2,4,0,Jan,W03,101,No
oh86195,Jaquelin Lashford,UT,-,yes,no,IT,System Administration,74100,14,6,166.7,169.3,10.9,5,307,Apr,W16,93,No
qq22203,Chrissy Duerden,NH,-,no,yes,IT,System Administration,194550,22,4,208,255.7,10.1,2,0,Dec,W48,137,No
rc74688,Wendeline Lanston,KS,iPhone,no,yes,IT,Database Administration,249300,16,0,266.9,188.5,14.5,4,0,May,W22,80,No
rk87355,Jazmin Couser,CT,-,no,no,IT,Database Administration,273350,21,2,141.1,251.6,11.3,3,1369,Dec,W52,108,No
rv79757,Loralee Snoxell,OH,-,no,yes,IT,Database Administration,216500,21,0,178.1,252.2,8,3,0,Sep,W39,105,No
tq12197,Yolanthe Ortmann,CT,-,no,yes,IT,IT Architecture,191500,9,1,139.6,108.2,17.3,9,92,Feb,W08,136,No
tq80103,Aili Grewe,NV,Galaxy,no,no,IT,IT Architecture,125900,14,5,216,164.9,12.3,2,0,Nov,W49,73,No
ud21827,Adorne Jarlmann,ID,-,no,no,IT,IT Architecture,135250,20,5,143.2,231.3,8.8,3,0,Sep,W38,116,No
ul28244,Donnamarie Harrill,OR,iPhone,no,no,IT,IT Architecture,206150,21,3,219.6,245.4,10,3,0,Feb,W09,84,No
uy88939,Nanny Hadrill,MD,-,no,no,IT,IT Architecture,232900,20,0,283.6,231.8,6.2,1,583,Mar,W12,94,No
vp85490,Tanya Joubert,MI,iPhone,no,no,IT,IT Architecture,126900,16,7,149.8,187.1,7.9,4,863,Apr,W15,84,No
vw15396,Henryetta Belshaw,VT,iPhone,no,yes,IT,IT Architecture,142050,15,2,249.4,177.5,14.1,7,1649,Sep,W38,87,No
wb93153,Junie Pauel,OK,-,no,no,IT,IT Architecture,76250,22,5,170.1,260.1,13.5,11,0,Apr,W16,120,No
wi49528,Ellette Jeannaud,CA,-,no,no,IT,IT Architecture,95100,10,5,146.8,114,14.1,3,0,Apr,W16,94,No
wo10712,Dorey Seyler,ID,-,yes,yes,IT,IT Architecture,137950,24,3,192.7,279.3,11.7,2,0,Aug,W34,92,No
wy79925,Aeriela Ferrand,NJ,-,no,no,IT,IT Architecture,194300,11,9,227.2,132.8,10.1,2,344,Dec,W52,118,No
xo62617,Moselle Sidgwick,MS,-,no,no,IT,IT Architecture,266200,18,2,218.4,216.3,12.8,4,585,Jul,W31,104,No
xs67212,Didi Polycote,WI,-,no,no,IT,IT Architecture,135600,23,1,176.7,275.5,10.1,2,858,Aug,W34,104,No
xy21727,Nancie Kegg,OR,-,no,no,IT,IT Architecture,102250,20,4,216.4,240.4,7.7,3,0,May,W19,110,No
yv39172,Erinn Pine,WY,-,no,yes,IT,IT Architecture,205850,19,2,252,226.1,13.9,5,867,Apr,W18,103,No
zq40044,Lea Biaggiotti,KY,-,no,no,IT,Business Intelligence,267400,14,2,285.1,169.8,5.7,3,0,Feb,W06,104,No
zx18180,Bobette Dohms,CO,Galaxy,no,yes,IT,Business Intelligence,218550,27,1,183,312.2,8.8,6,0,Apr,W17,54,No
zy23690,Cathee Buard,WY,Galaxy,no,no,IT,Business Intelligence,128350,19,5,203.9,219.7,9.7,3,714,Oct,W41,84,No
zy38243,Mufinella Luker,KS,-,yes,yes,IT,Business Intelligence,227700,22,1,178.1,263.3,8.3,2,0,Jun,W25,105,No
bn19530,Freddi Kynastone,IN,-,no,no,Management,Training & Development,178000,30,1,246,347.3,7.4,2,427,Mar,W12,154,No
cc70500,Gabi Aisman,NV,-,yes,no,Management,Training & Development,142700,16,4,193,190.7,9.2,6,0,May,W22,148,No
cd47461,Jeanie Surridge,NV,Galaxy,yes,yes,Management,Training & Development,187600,19,1,190.5,217.7,13.2,6,0,Apr,W17,83,No
cd66919,Albina Traill,DC,-,no,no,Management,Training & Development,125050,14,5,275.9,161,9,3,0,Sep,W36,121,No
ci15973,Rahal Dreier,AR,-,no,no,Management,Training & Development,227650,27,5,208.6,316.4,14.4,11,0,Jun,W25,147,No
cx30239,Courtney Wasselin,HI,-,no,no,Management,Training & Development,239100,26,0,202.8,301.5,8.7,3,254,Aug,W34,126,No
dd63757,Kamila Marns,MS,-,no,yes,Management,Training & Development,106700,11,4,251.9,128.9,6.3,6,0,Jul,W30,107,No
dj35405,Annissa Pickwell,SD,iPhone,yes,yes,Management,Training & Development,190000,16,2,154.9,188.8,9.4,2,0,Dec,W52,82,No
eq83315,Maddi Haller,DE,iPhone,no,yes,Management,Training & Development,112300,12,2,192.6,138.9,9.1,1,1520,Feb,W08,42,No
